#filename n_pre n_downsample n_trim n_rmplane t_load t_downsample t_trim t_annot t_normals t_normals_feature n_plane t_plane
/media/michal/Pauli/masterdata/raw/annotated/rares/20140820/patrol_run_2/room_1/complete_cloud.pcd 4327973 979503 779975 624843 1.79167 1.09526 0.842514 30.6787 8 314.668 3.72308 0.225835
/media/michal/Pauli/masterdata/raw/annotated/rares/20140820/patrol_run_4/room_0/complete_cloud.pcd 4433059 1001472 788409 597049 2.14279 1.27022 0.61534 30.9732 9 333.13 5.38495 0.219451
/media/michal/Pauli/masterdata/raw/annotated/rares/20140828/patrol_run_19/room_3/complete_cloud.pcd 4465332 1014457 798693 623732 2.13569 1.75479 0.626569 41.4783 10 341.791 4.19825 0.462848
/media/michal/Pauli/masterdata/raw/annotated/rares/20140829/patrol_run_20/room_3/complete_cloud.pcd 4400326 1022336 805774 665888 5.23091 1.22283 0.273998 30.9555 6 262.714 4.36321 0.60029
/media/michal/Pauli/masterdata/raw/annotated/rares/20140829/patrol_run_26/room_2/complete_cloud.pcd 4428777 1030963 808394 631087 4.80367 1.24675 0.316856 33.3392 11 357.626 5.15253 0.564391
/media/michal/Pauli/masterdata/raw/annotated/rares/20140901/patrol_run_27/room_2/complete_cloud.pcd 4326496 995002 782766 623891 5.08157 1.46719 0.627381 34.7555 7 263.359 6.47927 0.558634
/media/michal/Pauli/masterdata/raw/annotated/rares/20140901/patrol_run_31/room_2/complete_cloud.pcd 4127021 948733 739815 575704 2.87736 1.21246 0.50163 34.4313 10 332.313 4.03373 0.408338
/media/michal/Pauli/masterdata/raw/annotated/rares/20140901/patrol_run_32/room_2/complete_cloud.pcd 4393258 1050886 819702 628377 2.77025 0.955355 0.828448 33.5263 11 347.004 4.47151 0.238706
/media/michal/Pauli/masterdata/raw/annotated/rares/20140901/patrol_run_33/room_1/complete_cloud.pcd 4453838 1053614 820204 625499 1.78162 1.27923 0.612739 36.3619 11 362.14 4.69469 0.0186862
/media/michal/Pauli/masterdata/raw/annotated/rares/20140902/patrol_run_35/room_2/complete_cloud.pcd 4194666 932554 728146 556466 1.82039 1.16162 0.55336 31.3085 7 262.371 4.09234 0.317471
/media/michal/Pauli/masterdata/raw/annotated/rares/20140902/patrol_run_38/room_0/complete_cloud.pcd 4053236 933942 698239 528274 3.43794 1.15876 0.35561 28.6364 8 269.001 5.11072 0.354204
/media/michal/Pauli/masterdata/raw/annotated/rares/20140903/patrol_run_1/room_4/complete_cloud.pcd 4342611 1012546 811350 627892 4.05016 0.944427 0.36892 57.7043 8 325.132 4.43112 1.18501
/media/michal/Pauli/masterdata/raw/annotated/rares/20140903/patrol_run_10/room_2/complete_cloud.pcd 4016663 884436 698728 519527 3.82812 1.15666 0.342621 28.9134 9 289.615 4.49858 0.446242
/media/michal/Pauli/masterdata/raw/annotated/rares/20140903/patrol_run_12/room_2/complete_cloud.pcd 4386779 1007569 814349 625863 4.02996 1.09466 0.37257 33.6954 10 364.54 4.55948 0.387179
/media/michal/Pauli/masterdata/raw/annotated/rares/20140903/patrol_run_14/room_1/complete_cloud.pcd 4403600 1015982 816200 621813 4.12262 1.30303 0.565325 32.2564 10 351.334 7.38275 0.368589
