#filename n_pre n_downsample n_trim n_rmplane t_load t_downsample t_trim t_normals n_plane t_plane t_normals_feature t_annot
/home/michal/Downloads/pcddata/raw/annotated/rares/20140904/patrol_run_15/room_2/complete_cloud.pcd 4387390 276265 207294 176977 1.31459 0.678577 0.032141 1.43938 2 14.1769 0.360024 0.0704607
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_17/room_2/complete_cloud.pcd 4447617 281719 204344 204344 1.34497 0.658491 0.0318903 1.20307 0 10.3063 0.416731 0.0902353
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_19/room_1/complete_cloud.pcd 4404764 275299 207099 207099 1.41705 0.634686 0.0303411 1.42234 0 10.4253 0.483073 0.081442
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_21/room_2/complete_cloud.pcd 4412085 290137 205581 180957 1.35899 0.624571 0.0334339 1.32068 2 14.3288 0.369473 0.0663506
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_23/room_2/complete_cloud.pcd 4301854 261152 195238 166202 1.39612 0.595252 0.0303359 1.17547 2 13.2447 0.381717 0.0725231
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_25/room_1/complete_cloud.pcd 4151755 261039 184122 154682 1.35397 0.591908 0.0301561 1.14808 2 12.3533 0.391109 0.0682256
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_27/room_2/complete_cloud.pcd 4130589 249603 186286 156894 1.26276 0.481415 0.0283578 1.16838 2 12.6074 0.322475 0.0668394
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_29/room_2/complete_cloud.pcd 3962959 253300 183931 154769 1.34749 0.47058 0.0306403 1.115 2 12.416 0.323659 0.0747944
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_30/room_1/complete_cloud.pcd 4125120 248832 187199 187199 1.40032 0.595368 0.0330318 1.19536 0 9.32487 0.390125 0.0582378
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_30/room_7/complete_cloud.pcd 4444767 278455 206822 206822 1.30168 0.516628 0.0307555 1.24828 0 10.2796 0.426988 0.0714753
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_32/room_2/complete_cloud.pcd 4342591 285811 208922 180100 1.31884 0.509015 0.0313895 1.29713 2 14.3141 0.393077 0.0833069
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_34/room_2/complete_cloud.pcd 4345083 274216 204561 204561 1.3023 0.508825 0.0371912 1.22133 0 10.2901 0.431315 0.0823861
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_36/room_3/complete_cloud.pcd 4340865 267070 201221 172683 1.47142 0.557029 0.0348629 1.24973 2 13.6902 0.370588 0.081624
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_38/room_2/complete_cloud.pcd 4323786 275375 200742 172669 1.35021 0.517135 0.0353505 1.25369 2 15.0047 0.527037 0.0795758
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_39/room_3/complete_cloud.pcd 4336813 257209 194048 169346 1.55522 0.681691 0.0454308 1.66405 2 13.6407 0.401732 0.127188
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_41/room_3/complete_cloud.pcd 4311336 262722 202435 174389 1.49049 0.566521 0.0395403 1.26475 2 13.9538 0.362744 0.0894832
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_43/room_3/complete_cloud.pcd 4302974 273416 205762 181428 1.25133 0.507108 0.0312614 1.24394 2 14.2919 0.385658 0.0676399
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_45/room_2/complete_cloud.pcd 4355374 265801 203135 175098 1.26838 0.50878 0.0349141 1.25083 2 14.2575 0.610665 0.0810659
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_47/room_3/complete_cloud.pcd 4376040 268036 206245 182305 1.60539 0.563872 0.0424148 1.39294 2 14.5185 0.387945 0.117297
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_49/room_3/complete_cloud.pcd 4365226 278818 207514 180496 1.11064 0.514207 0.0380636 1.25271 2 14.3147 0.436269 0.0593342
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_51/room_3/complete_cloud.pcd 4289105 277440 197263 168815 1.36617 0.504141 0.0316788 1.25372 2 13.4984 0.347598 0.0880832
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_53/room_3/complete_cloud.pcd 4266217 269783 193828 169998 1.25126 0.640553 0.0325283 1.18184 2 13.4482 0.358123 0.0859077
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_55/room_3/complete_cloud.pcd 4363095 281907 208403 183763 1.33652 0.66291 0.0333232 1.28362 2 14.5413 0.381055 0.0741828
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_59/room_3/complete_cloud.pcd 4286468 283437 205652 179659 1.52142 0.641877 0.0325244 1.42892 2 14.1222 0.40092 0.0953799
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_61/room_3/complete_cloud.pcd 4336816 277147 207082 177383 1.48786 0.718935 0.0479952 1.38324 2 14.1191 0.412019 0.100283
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_63/room_3/complete_cloud.pcd 4385347 285655 210748 182294 1.3316 0.593105 0.0322461 1.33812 2 14.4746 0.385599 0.0765243
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_67/room_3/complete_cloud.pcd 4354059 275347 208300 180307 1.386 0.655428 0.032232 1.23713 2 14.3628 0.383169 0.0937166
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_69/room_3/complete_cloud.pcd 4331055 274784 206482 206482 1.3252 0.620251 0.0346281 1.25344 0 10.2977 0.439794 0.0820368
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_71/room_3/complete_cloud.pcd 4320174 280254 210177 210177 1.3072 0.591348 0.032763 1.30313 0 10.4843 0.487198 0.0761922
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_74/room_3/complete_cloud.pcd 4230636 274155 197960 168079 1.24554 0.491022 0.0351438 1.1836 2 13.4253 0.350911 0.0792855
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_77/room_4/complete_cloud.pcd 4004122 272078 198041 168971 1.36616 0.462345 0.0300538 1.19302 2 13.4816 0.350299 0.0615272
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_79/room_2/complete_cloud.pcd 4123753 252929 189051 161335 1.35935 0.606515 0.0303796 1.11902 2 12.8259 0.337049 0.0558055
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_81/room_2/complete_cloud.pcd 4432224 288497 212743 182781 1.3494 0.514532 0.0322156 1.35723 2 14.5267 0.402692 0.0645373
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_82/room_3/complete_cloud.pcd 4411490 284446 216663 216663 1.22017 0.519632 0.0318423 1.36407 0 10.8498 0.465884 0.0657986
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_84/room_3/complete_cloud.pcd 4431435 281746 205089 177748 1.276 0.514357 0.0322207 1.29166 2 14.1234 0.377723 0.084832
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_88/room_3/complete_cloud.pcd 4262780 261650 195569 195569 1.33716 0.602754 0.0300076 1.14413 0 9.76272 0.414419 0.0808053
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_90/room_3/complete_cloud.pcd 4225983 263557 190454 162211 1.35987 0.605089 0.0308041 1.13182 2 12.9441 0.347955 0.0887253
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_92/room_3/complete_cloud.pcd 4163218 257565 183687 154963 1.28649 0.476838 0.028082 1.10571 2 12.4692 0.324902 0.102625
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_100/room_3/complete_cloud.pcd 4365323 284627 209254 181881 1.29557 0.504939 0.0320971 1.35127 2 14.5954 0.499058 0.0662185
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_102/room_3/complete_cloud.pcd 4349391 283360 202799 202799 1.39427 0.695826 0.0403051 1.43508 0 10.2977 0.436454 0.0720685
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_104/room_3/complete_cloud.pcd 4341724 271243 202869 176886 1.38061 0.656923 0.032623 1.32273 2 13.9368 0.383598 0.0802968
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_94/room_3/complete_cloud.pcd 4370985 267702 201384 172355 1.36798 0.63958 0.0293627 1.22607 2 13.6402 0.353295 0.0946193
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_96/room_2/complete_cloud.pcd 4409262 275851 203372 203372 1.29993 0.645564 0.0303756 1.22058 0 10.1411 0.553117 0.0769898
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_98/room_3/complete_cloud.pcd 4390261 279335 204812 177767 1.39275 0.671191 0.033306 1.28662 2 14.2445 0.46686 0.0984934
/home/michal/Downloads/pcddata/raw/annotated/rares/20140921/patrol_run_110/room_2/complete_cloud.pcd 4445985 296757 217391 186877 1.59897 0.691721 0.0368878 1.72475 2 15.1269 0.505058 0.0720944
/home/michal/Downloads/pcddata/raw/annotated/rares/20140921/patrol_run_112/room_2/complete_cloud.pcd 4446419 282869 218362 218362 1.65308 0.605059 0.0394534 1.53603 0 11.0962 0.600212 0.122981
/home/michal/Downloads/pcddata/raw/annotated/rares/20140921/patrol_run_114/room_1/complete_cloud.pcd 4444169 287002 211638 180372 1.28616 0.599452 0.0337213 1.51733 2 14.5483 0.37979 0.0858028
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_116/room_2/complete_cloud.pcd 4452197 286536 207652 207652 1.13556 0.651102 0.0421382 1.26459 0 10.4926 0.564517 0.0625646
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_118/room_2/complete_cloud.pcd 4444445 287006 208851 179332 1.33772 0.518989 0.0310511 1.49339 2 14.4924 0.483452 0.10036
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_120/room_1/complete_cloud.pcd 4455102 281145 203762 180983 1.32231 0.511854 0.0323624 1.43235 2 14.3408 0.3884 0.113492
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_124/room_2/complete_cloud.pcd 4494090 286604 219580 191333 1.28023 0.514623 0.0368042 1.32937 2 15.4143 0.453324 0.092855
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_126/room_2/complete_cloud.pcd 4479194 268705 201043 179947 1.25275 0.518707 0.0287087 1.44143 2 14.2593 0.389738 0.120748
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_128/room_2/complete_cloud.pcd 4460262 283103 213210 213210 1.38462 0.524948 0.0314611 1.42166 0 10.7108 0.440232 0.100018
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_130/room_2/complete_cloud.pcd 4435422 289887 206078 176945 1.40312 0.537869 0.0319802 1.3605 2 14.6091 0.415989 0.106701
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_132/room_1/complete_cloud.pcd 4413638 286028 206019 178782 1.48315 0.603603 0.0331293 1.50113 2 14.4513 0.443285 0.0922097
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_134/room_2/complete_cloud.pcd 4487794 270796 205227 175827 1.70202 0.518917 0.0360884 1.24283 2 14.0407 0.379836 0.133411
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_138/room_2/complete_cloud.pcd 4436705 296384 216137 184913 1.34061 0.525779 0.0376183 1.32636 2 14.8493 0.394452 0.0707251
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_139/room_2/complete_cloud.pcd 4420319 272272 203612 179065 1.2624 0.523472 0.0331142 1.23958 2 14.2763 0.402969 0.0824534
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_141/room_2/complete_cloud.pcd 4387533 287847 208623 179432 1.21668 0.505704 0.0308877 1.31186 2 14.309 0.376085 0.0796293
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_144/room_2/complete_cloud.pcd 4480987 275172 212093 183873 1.33065 0.522824 0.0306413 1.32472 2 14.6035 0.389921 0.101817
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_146/room_2/complete_cloud.pcd 4204080 263448 188481 188481 1.35241 0.482425 0.0348614 1.12887 0 9.33427 0.409428 0.0643043
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_148/room_2/complete_cloud.pcd 4456798 291018 212830 212830 1.34523 0.522297 0.0364456 1.37222 0 10.6371 0.475269 0.0718052
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_150/room_2/complete_cloud.pcd 4470992 285186 207444 175824 1.31389 0.509418 0.034236 1.34512 2 14.061 0.366877 0.0690706
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_152/room_2/complete_cloud.pcd 4455040 272791 201988 149921 1.49421 0.523116 0.0313576 1.22249 3 16.9932 0.314177 0.0770982
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_156/room_2/complete_cloud.pcd 4460562 293353 210807 157530 1.3697 0.533271 0.0309608 1.2744 3 17.8075 0.319474 0.0602616
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_158/room_1/complete_cloud.pcd 4475629 283252 208249 153307 1.43338 0.520096 0.0335238 1.3472 3 17.5397 0.332597 0.0712379
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_162/room_2/complete_cloud.pcd 4469018 278988 205647 153230 1.31745 0.641542 0.0315554 1.25961 3 17.1452 0.340763 0.0819511
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_164/room_1/complete_cloud.pcd 4455309 278306 210595 156474 1.33991 0.523147 0.0332414 1.32502 3 17.7988 0.339305 0.0772766
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_166/room_2/complete_cloud.pcd 4473983 292794 213827 159357 1.35629 0.644883 0.0316582 1.40815 3 17.918 0.344579 0.0871513
