#filename n_pre n_downsample n_trim n_rmplane t_load t_downsample t_trim t_normals n_plane t_plane t_normals_feature t_annot
/home/michal/Downloads/pcddata/raw/annotated/rares/20140820/patrol_run_2/room_1/complete_cloud.pcd 4327973 273315 202835 102010 1.46547 0.663965 0.0371322 1.28857 9 35.4858 0.190744 0.0955595
/home/michal/Downloads/pcddata/raw/annotated/rares/20140820/patrol_run_4/room_0/complete_cloud.pcd 4433059 279134 206830 109835 1.28856 0.515142 0.0319054 1.23832 8 32.7279 0.209551 0.0816886
/home/michal/Downloads/pcddata/raw/annotated/rares/20140828/patrol_run_19/room_3/complete_cloud.pcd 4465332 288067 206042 123127 1.48027 0.640133 0.0342114 1.20866 7 31.2179 0.238192 0.0861554
/home/michal/Downloads/pcddata/raw/annotated/rares/20140829/patrol_run_20/room_3/complete_cloud.pcd 4400326 286001 206677 116483 1.33109 0.5094 0.0361331 1.20936 6 27.2132 0.230978 0.0814412
/home/michal/Downloads/pcddata/raw/annotated/rares/20140829/patrol_run_26/room_2/complete_cloud.pcd 4428777 287520 205826 108121 1.42575 0.512591 0.0322522 1.26574 9 36.24 0.200701 0.0792234
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_27/room_2/complete_cloud.pcd 4326496 277877 199602 111945 1.42081 0.498533 0.0356718 1.17288 8 32.066 0.26672 0.0639877
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_31/room_2/complete_cloud.pcd 4127021 266436 189983 105553 1.34367 0.523331 0.030635 1.16177 8 30.9456 0.197724 0.105248
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_32/room_2/complete_cloud.pcd 4393258 294026 209124 109855 1.30828 0.509314 0.0312053 1.24959 8 32.7057 0.211404 0.0558314
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_33/room_1/complete_cloud.pcd 4453838 294947 208408 112963 1.30682 0.663636 0.0317715 1.28581 7 30.2007 0.224056 0.00123163
/home/michal/Downloads/pcddata/raw/annotated/rares/20140902/patrol_run_35/room_2/complete_cloud.pcd 4194666 258876 184663 110103 1.33675 0.482322 0.0331088 1.05417 6 24.0893 0.216971 0.0687761
/home/michal/Downloads/pcddata/raw/annotated/rares/20140902/patrol_run_38/room_0/complete_cloud.pcd 4053236 264637 182146 88312 1.30248 0.4733 0.0330262 1.02427 8 27.6608 0.174742 0.0485002
