#filename n_pre n_downsample n_trim n_rmplane t_load t_downsample t_trim t_normals n_plane t_plane t_normals_feature
/home/michal/Downloads/pcddata/raw/annotated/rares/20140820/patrol_run_2/room_1/complete_cloud.pcd 4327973 979503 779975 382893 1.84085 1.21797 2.98434 29.2661 8 391.434 2.5254
/home/michal/Downloads/pcddata/raw/annotated/rares/20140820/patrol_run_4/room_0/complete_cloud.pcd 4433059 1001472 788409 403050 2.71193 1.21422 2.54754 32.8192 7 376.804 2.54628
/home/michal/Downloads/pcddata/raw/annotated/rares/20140828/patrol_run_19/room_3/complete_cloud.pcd 4465332 1014457 798693 360002 2.37891 1.07186 9.03738 33.52 10 453.067 2.29927
/home/michal/Downloads/pcddata/raw/annotated/rares/20140829/patrol_run_20/room_3/complete_cloud.pcd 4400326 1022336 805774 417964 2.68663 1.05574 4.47483 33.2609 7 361.954 2.86228
/home/michal/Downloads/pcddata/raw/annotated/rares/20140829/patrol_run_26/room_2/complete_cloud.pcd 4428777 1030963 808394 465784 2.1247 1.35381 3.82631 35.1251 6 353.901 2.77737
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_27/room_2/complete_cloud.pcd 4326496 995002 782766 360875 2.4827 1.19005 3.5288 30.2074 9 390.818 2.73105
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_31/room_2/complete_cloud.pcd 4127021 948733 739815 368526 3.18344 0.869299 3.94972 30.6634 7 299.198 2.39734
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_32/room_2/complete_cloud.pcd 4393258 1050886 819702 349861 1.66351 0.807654 2.8454 32.2751 9 416.246 2.05137
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_33/room_1/complete_cloud.pcd 4453838 1053614 820204 424691 2.47868 0.804565 0.173424 61.942 7 380.412 3.00761
/home/michal/Downloads/pcddata/raw/annotated/rares/20140902/patrol_run_35/room_2/complete_cloud.pcd 4194666 932554 728146 339021 2.51613 0.832195 4.78379 39.1836 8 364.81 3.10482
/home/michal/Downloads/pcddata/raw/annotated/rares/20140902/patrol_run_38/room_0/complete_cloud.pcd 4053236 933942 698239 335978 3.20514 1.18048 2.34148 31.6541 7 323.646 2.21143
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_1/room_4/complete_cloud.pcd 4342611 1012546 811350 433153 3.30194 1.10808 3.00858 35.2052 6 360.735 3.32158
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_10/room_2/complete_cloud.pcd 4016663 884436 698728 332962 3.18511 1.12429 3.37599 34.2694 7 329.416 2.65655
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_12/room_2/complete_cloud.pcd 4386779 1007569 814349 399528 2.35299 1.30807 4.58835 38.7504 8 432.74 2.6955
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_14/room_1/complete_cloud.pcd 4403600 1015982 816200 386666 3.09886 1.17089 3.5033 37.7978 8 421.982 3.21739
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_2/room_4/complete_cloud.pcd 4403118 958016 769802 383856 3.02947 1.458 7.22247 34.8393 8 398.825 3.08667
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_9/room_2/complete_cloud.pcd 4022868 925933 731395 357230 2.05045 1.20364 6.36246 31.4462 7 341.159 2.67637
/home/michal/Downloads/pcddata/raw/annotated/rares/20140904/patrol_run_15/room_2/complete_cloud.pcd 4387390 988756 795199 449652 2.27272 1.22223 3.76404 33.1276 6 355.314 3.30147
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_17/room_2/complete_cloud.pcd 4447617 1010755 794203 444344 2.0324 1.22493 2.9237 33.1599 7 389.533 3.11616
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_19/room_1/complete_cloud.pcd 4404764 1002696 801572 414960 2.43697 1.21521 2.42748 32.1321 7 376.159 2.66497
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_21/room_2/complete_cloud.pcd 4412085 1024138 790501 352741 1.86279 1.22715 2.74077 31.0411 9 432.657 2.49509
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_23/room_2/complete_cloud.pcd 4301854 949841 758186 394384 1.73032 1.17448 2.47971 30.7411 7 363.951 2.60523
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_25/room_1/complete_cloud.pcd 4151755 929727 714416 307963 1.96071 1.15236 2.62684 28.6987 8 338.875 1.41876
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_27/room_2/complete_cloud.pcd 4130589 905880 719650 351250 2.01884 0.976376 2.17588 28.6853 7 291.826 2.1187
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_29/room_2/complete_cloud.pcd 3962959 909832 703695 320682 1.74791 0.861109 1.98191 38.3268 8 323.549 2.25273
