#filename n_pre n_downsample n_trim n_rmplane t_load t_downsample t_trim t_normals n_plane t_plane t_normals_feature
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_30/room_1/complete_cloud.pcd 4125120 914268 728096 359026 2.03726 1.27514 2.73795 30.3399 7 333.099 3.05115
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_30/room_7/complete_cloud.pcd 4444767 1008899 797523 376223 3.70759 1.27819 3.69065 37.4003 9 447.696 2.05493
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_32/room_2/complete_cloud.pcd 4342591 1005515 793673 438252 2.21741 1.06946 3.60306 31.353 7 365.107 2.94997
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_34/room_2/complete_cloud.pcd 4345083 978534 778240 465518 1.75055 1.19545 5.59199 30.2367 6 345.498 4.18458
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_36/room_3/complete_cloud.pcd 4340865 965566 771452 406231 3.47019 1.35249 4.63021 38.398 8 404.612 2.7106
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_38/room_2/complete_cloud.pcd 4323786 979123 765873 408231 1.97563 1.22257 3.12307 29.9347 8 379.468 2.62884
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_39/room_3/complete_cloud.pcd 4336813 916528 733128 372523 2.22513 1.18032 12.2274 29.3729 9 404.321 3.08684
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_41/room_3/complete_cloud.pcd 4311336 954254 774635 393802 2.12352 1.34165 3.88999 32.2306 9 418.416 2.98938
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_43/room_3/complete_cloud.pcd 4302974 984880 788603 413193 1.52895 1.05513 1.89039 32.4453 8 221.743 1.04554
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_45/room_2/complete_cloud.pcd 4355374 964677 781768 439090 1.39744 0.453117 1.55 11.9305 8 161.731 1.10475
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_47/room_3/complete_cloud.pcd 4376040 967763 789009 463637 1.2097 0.460254 1.457 13.0229 7 209.86 1.32337
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_49/room_3/complete_cloud.pcd 4365226 994683 795775 426557 1.38883 0.996278 1.86142 13.1452 7 249.307 1.3506
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_51/room_3/complete_cloud.pcd 4289105 966928 745319 407163 1.90207 0.971977 1.37758 12.7872 7 296.389 1.33656
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_53/room_3/complete_cloud.pcd 4266217 950594 742064 374022 1.36756 1.16132 1.76451 10.8926 8 207.4 1.29886
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_55/room_3/complete_cloud.pcd 4363095 1004530 794191 378044 1.36164 1.22663 1.43423 14.2402 9 218.481 1.34876
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_59/room_3/complete_cloud.pcd 4286468 994391 775498 415910 1.31341 0.879342 3.95719 15.8712 7 218.776 1.49683
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_61/room_3/complete_cloud.pcd 4336816 991509 790940 399001 1.33359 0.89726 1.49423 14.8472 8 223.541 1.41821
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_63/room_3/complete_cloud.pcd 4385347 1009341 803851 368803 1.40884 0.988531 1.48078 14.4652 10 282.241 1.10415
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_67/room_3/complete_cloud.pcd 4354059 982656 789174 407700 1.57978 1.09399 1.77901 14.6503 8 321.161 1.50974
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_69/room_3/complete_cloud.pcd 4331055 979579 787350 404929 1.48795 1.09229 1.84404 14.4983 8 264.278 1.39923
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_71/room_3/complete_cloud.pcd 4320174 1000590 802532 402553 1.48809 1.10087 1.38573 13.8932 8 263.561 1.39934
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_74/room_3/complete_cloud.pcd 4230636 966919 754404 338813 1.54949 1.14093 1.6245 12.8223 9 282.861 0.930641
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_77/room_4/complete_cloud.pcd 4004122 958326 748934 349335 1.18606 1.12485 1.34992 11.947 9 222.489 0.965001
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_79/room_2/complete_cloud.pcd 4123753 910096 725487 372085 1.51461 1.175 1.44428 12.7561 7 186.955 1.05157
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_81/room_2/complete_cloud.pcd 4432224 1029226 818763 367917 1.58103 0.814631 1.09014 13.524 10 265.464 0.89406
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_82/room_3/complete_cloud.pcd 4411490 1018143 823450 402297 1.49237 1.23843 1.35612 12.0523 9 210.46 0.980226
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_84/room_3/complete_cloud.pcd 4431435 1010718 794261 368286 1.36095 0.95103 1.7072 13.5097 8 257.091 0.91933
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_88/room_3/complete_cloud.pcd 4262780 942839 757654 345603 1.21932 1.13564 1.50112 12.7359 8 267.44 0.985127
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_90/room_3/complete_cloud.pcd 4225983 928244 730638 390601 1.4652 1.07798 2.08265 12.4508 7 170.423 1.06976
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_92/room_3/complete_cloud.pcd 4163218 908452 705794 307277 1.22832 1.14543 2.60756 11.5944 9 235.128 0.892938
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_100/room_3/complete_cloud.pcd 4365323 1007919 799595 415685 1.58234 1.21663 1.81733 12.6898 7 317.956 1.60491
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_102/room_3/complete_cloud.pcd 4349391 1000891 774399 376478 1.24623 0.895682 1.59312 14.4757 7 290.076 1.10406
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_104/room_3/complete_cloud.pcd 4341724 974195 782890 377404 1.6122 1.22166 1.65641 13.0338 8 194.572 0.934893
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_94/room_3/complete_cloud.pcd 4370985 973739 779809 391320 1.27332 1.26051 1.86807 13.7092 8 305.331 1.38008
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_96/room_2/complete_cloud.pcd 4409262 991341 791322 394159 1.61476 1.22808 1.64789 14.6017 8 241.368 1.241
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_98/room_3/complete_cloud.pcd 4390261 1000772 788195 398942 1.60732 1.22786 1.791 12.9531 8 242.235 1.01669
/home/michal/Downloads/pcddata/raw/annotated/rares/20140921/patrol_run_110/room_2/complete_cloud.pcd 4445985 1055005 835250 329650 1.63737 1.23388 1.01107 13.231 11 276.915 0.978809
/home/michal/Downloads/pcddata/raw/annotated/rares/20140921/patrol_run_112/room_2/complete_cloud.pcd 4446419 1017747 838390 431037 1.67639 1.13184 1.82974 12.7296 7 198.826 1.55121
/home/michal/Downloads/pcddata/raw/annotated/rares/20140921/patrol_run_114/room_1/complete_cloud.pcd 4444169 1036381 818965 327323 1.35543 1.28459 1.1946 14.0879 10 284.315 1.05749
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_116/room_2/complete_cloud.pcd 4452197 1029352 805564 412028 1.57418 0.982764 1.21272 12.3664 7 197.351 1.05224
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_118/room_2/complete_cloud.pcd 4444445 1022899 806060 475947 1.53212 0.96541 1.89559 13.4941 6 233.193 1.55079
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_120/room_1/complete_cloud.pcd 4455102 983004 776279 447767 3.76053 1.18901 3.28692 13.3189 6 243.986 1.26041
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_124/room_2/complete_cloud.pcd 4494090 1024038 832387 486395 2.96051 1.25886 2.12438 14.5877 6 309.177 1.56846
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_126/room_2/complete_cloud.pcd 4479194 958202 779063 414497 2.05531 1.22482 3.35928 12.8652 8 291.932 1.25453
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_128/room_2/complete_cloud.pcd 4460262 1015988 821190 367051 1.61704 0.621701 2.62347 18.3686 9 309.43 1.0116
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_130/room_2/complete_cloud.pcd 4435422 1025538 793734 442242 1.9418 0.461715 2.02876 13.421 6 204.194 1.43253
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_132/room_1/complete_cloud.pcd 4413638 1023010 796649 387424 2.02232 1.23232 2.1627 12.3936 8 366.33 1.0283
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_134/room_2/complete_cloud.pcd 4487794 959480 779341 392263 1.83213 0.674414 5.86627 11.4802 8 245.991 1.17779
/home/michal/Downloads/pcddata/raw/annotated/rares/20140922/patrol_run_138/room_2/complete_cloud.pcd 4436705 1055431 831339 387718 2.08469 1.05166 1.13889 12.7331 8 207.292 1.02446
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_139/room_2/complete_cloud.pcd 4420319 985171 787369 365134 1.27078 1.1723 1.99283 12.48 9 224.101 0.92444
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_141/room_2/complete_cloud.pcd 4387533 1021176 801129 335961 1.46968 1.13695 1.25731 11.6988 9 254.804 1.04921
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_144/room_2/complete_cloud.pcd 4480987 1011298 823291 398211 1.43724 1.32123 1.96718 12.5075 7 362.582 1.24787
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_146/room_2/complete_cloud.pcd 4204080 944015 730713 334990 1.67763 0.979031 1.45673 11.407 7 191.367 1.10426
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_148/room_2/complete_cloud.pcd 4456798 1045810 827421 393477 4.64715 1.2489 1.23072 13.4724 7 388.231 1.22473
/home/michal/Downloads/pcddata/raw/annotated/rares/20140923/patrol_run_150/room_2/complete_cloud.pcd 4470992 1026228 808101 337377 2.9074 1.24549 1.27437 12.5025 8 391.471 1.07082
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_152/room_2/complete_cloud.pcd 4455040 1000462 792181 387641 3.14115 1.23646 1.31587 13.8158 6 252.974 1.22223
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_156/room_2/complete_cloud.pcd 4460562 1050998 817354 308669 2.12837 1.17152 1.00418 12.9232 9 414.921 1.0044
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_158/room_1/complete_cloud.pcd 4475629 1028964 813103 360264 2.31861 1.14157 1.39737 12.4704 7 278.556 0.901763
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_162/room_2/complete_cloud.pcd 4469018 1013638 801685 382482 2.16769 1.23717 1.99736 12.7953 6 321.241 1.14828
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_164/room_1/complete_cloud.pcd 4455309 1021152 817573 344219 1.72615 1.22483 1.78785 12.9305 8 389.493 1.10496
/home/michal/Downloads/pcddata/raw/annotated/rares/20140924/patrol_run_166/room_2/complete_cloud.pcd 4473983 1047336 825111 374773 1.81733 1.2172 1.52967 13.225 7 220.613 1.06989
