#filename n_pre n_downsample n_trim n_rmplane t_load t_downsample t_trim t_normals n_plane t_plane t_annot t_normals_feature
/media/michal/Pauli/masterdata/raw/annotated/rares/20140911/patrol_run_88/room_3/complete_cloud.pcd 4262780 461405 355369 199387 15.2978 0.801977 0.339596 4.27669 6 65.453 0.605 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140911/patrol_run_90/room_3/complete_cloud.pcd 4225983 458732 343107 180400 12.0706 0.682942 0.333524 3.31051 8 71.6347 0.664138 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140911/patrol_run_92/room_3/complete_cloud.pcd 4163218 448677 331818 180137 12.718 0.683781 0.604414 4.65449 7 68.6555 0.583252 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140912/patrol_run_100/room_3/complete_cloud.pcd 4365323 499948 379579 194211 12.6071 0.574213 0.193288 5.16827 9 92.6617 0.70831 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140912/patrol_run_102/room_3/complete_cloud.pcd 4349391 496981 368022 190706 8.68481 0.467976 0.342892 5.83885 7 82.0842 0.416513 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140912/patrol_run_104/room_3/complete_cloud.pcd 4341724 478585 369001 190540 12.8232 1.24839 0.172461 3.47069 8 78.221 0.574162 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140912/patrol_run_94/room_3/complete_cloud.pcd 4370985 474784 366772 190120 7.65613 0.536076 0.199292 3.50587 8 88.7888 0.642486 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140912/patrol_run_96/room_2/complete_cloud.pcd 4409262 486471 370776 197342 12.3985 0.820015 0.504939 4.73456 8 94.9833 0.661304 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140912/patrol_run_98/room_3/complete_cloud.pcd 4390261 491148 371505 213221 8.7722 0.492841 0.257132 3.93519 8 83.1284 0.556426 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140921/patrol_run_110/room_2/complete_cloud.pcd 4445985 521169 394518 183899 7.99832 0.59043 0.130537 3.65243 10 110.225 0.632196 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140921/patrol_run_112/room_2/complete_cloud.pcd 4446419 499494 396165 194265 12.6945 1.14978 0.426176 4.68474 9 103.835 0.454864 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140921/patrol_run_114/room_1/complete_cloud.pcd 4444169 507448 385022 193338 9.54956 0.564033 0.324171 4.19035 8 93.8011 0.539276 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140922/patrol_run_116/room_2/complete_cloud.pcd 4452197 504862 377581 178264 8.59008 0.625614 0.212071 4.12313 10 106.841 0.540282 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140922/patrol_run_118/room_2/complete_cloud.pcd 4444445 504052 378999 210205 11.1474 1.1229 0.135924 5.04311 7 92.2995 0.631202 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140922/patrol_run_120/room_1/complete_cloud.pcd 4455102 489256 368107 183648 10.4779 0.589766 0.155333 4.49654 9 108.22 0.70832 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140922/patrol_run_124/room_2/complete_cloud.pcd 4494090 503585 395669 226421 10.8682 1.07245 0.200671 4.09915 7 99.7254 0.611881 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140922/patrol_run_126/room_2/complete_cloud.pcd 4479194 469702 364659 207638 14.7456 0.511285 0.117916 3.35615 8 99.431 0.574426 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140922/patrol_run_128/room_2/complete_cloud.pcd 4460262 497434 386795 198552 12.2334 0.500388 0.119656 4.83777 8 98.1104 0.564117 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140922/patrol_run_130/room_2/complete_cloud.pcd 4435422 507347 373583 194940 13.5264 0.481201 0.186149 4.56826 7 85.1738 0.577609 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140922/patrol_run_132/room_1/complete_cloud.pcd 4413638 503356 374976 226874 14.0838 1.4104 0.252208 5.29658 6 68.7464 0.743989 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140922/patrol_run_134/room_2/complete_cloud.pcd 4487794 473147 369349 207368 10.0963 1.53269 0.333621 3.69709 6 69.4131 0.799003 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140922/patrol_run_138/room_2/complete_cloud.pcd 4436705 520602 392572 181564 15.287 0.476016 0.167372 5.39002 9 90.7792 0.610963 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140923/patrol_run_139/room_2/complete_cloud.pcd 4420319 481225 370286 176994 15.0548 0.581214 0.161012 4.70246 9 82.8446 0.539229 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140923/patrol_run_141/room_2/complete_cloud.pcd 4387533 505271 379077 205076 15.725 0.907741 0.165155 4.54151 6 80.2385 0.634308 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140923/patrol_run_144/room_2/complete_cloud.pcd 4480987 489416 385630 192900 10.3244 1.2372 4.41683 4.33573 7 74.8438 0.489316 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140923/patrol_run_146/room_2/complete_cloud.pcd 4204080 463299 342353 179508 8.65435 0.823489 0.450701 3.71459 6 56.7445 0.758741 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140923/patrol_run_148/room_2/complete_cloud.pcd 4456798 513460 388404 184537 13.136 0.501534 0.258955 4.80923 8 52.6073 0.466774 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140923/patrol_run_150/room_2/complete_cloud.pcd 4470992 502908 377889 189788 28.242 0.521584 0.111972 3.65394 7 1156.46 1.18629 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140924/patrol_run_152/room_2/complete_cloud.pcd 4455040 484208 369008 172275 8.03798 1.0647 0.227572 8.60511 7 117.022 0.98759 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140924/patrol_run_156/room_2/complete_cloud.pcd 4460562 516392 383683 167162 8.02934 1.09472 0.189727 9.02349 8 129.601 1.15569 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140924/patrol_run_158/room_1/complete_cloud.pcd 4475629 500959 380354 185531 8.26016 1.08524 0.163182 9.04495 6 107.886 1.78976 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140924/patrol_run_162/room_2/complete_cloud.pcd 4469018 493853 375136 160633 10.0403 1.18662 0.757492 13.155 9 154.919 1.51836 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140924/patrol_run_164/room_1/complete_cloud.pcd 4455309 495576 384453 177367 9.03973 1.38491 0.369023 13.8901 7 128.417 1.91613 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140924/patrol_run_166/room_2/complete_cloud.pcd 4473983 515704 388931 186501 14.7078 1.35326 0.960164 17.59 7 140.555 1.8866 6.95335e-310
