#filename n_pre n_downsample n_trim n_rmplane t_load t_downsample t_trim t_normals n_plane t_plane t_annot t_normals_feature
/media/michal/Pauli/masterdata/raw/annotated/rares/20140820/patrol_run_2/room_1/complete_cloud.pcd 4327973 482576 368922 198940 14.9055 0.565582 0.161915 5.05605 7 62.8334 0.722842 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140820/patrol_run_4/room_0/complete_cloud.pcd 4433059 492740 374632 196082 14.9487 0.898818 0.201613 5.58678 7 63.6475 0.850677 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140828/patrol_run_19/room_3/complete_cloud.pcd 4465332 502484 374453 185125 8.99045 0.905502 0.29798 4.84586 9 76.5239 0.695659 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140829/patrol_run_20/room_3/complete_cloud.pcd 4400326 500731 375495 191689 8.8651 0.644049 0.294318 4.85201 7 60.8748 0.574424 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140829/patrol_run_26/room_2/complete_cloud.pcd 4428777 505670 376388 182832 19.1705 1.22039 0.758247 4.20833 9 105.56 0.622209 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140901/patrol_run_27/room_2/complete_cloud.pcd 4326496 486929 363448 196811 8.28957 0.669305 0.112664 4.25462 8 113.195 0.628359 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140901/patrol_run_31/room_2/complete_cloud.pcd 4127021 465650 345103 178325 14.4477 1.1654 0.244807 3.54208 7 78.3726 0.479527 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140901/patrol_run_32/room_2/complete_cloud.pcd 4393258 516403 381833 193433 9.08248 1.15547 0.302622 4.20814 8 89.3389 0.433163 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140901/patrol_run_33/room_1/complete_cloud.pcd 4453838 517769 381239 199997 13.3789 1.15854 1.02969 4.20644 7 105.161 0.728047 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140902/patrol_run_35/room_2/complete_cloud.pcd 4194666 453988 336498 196843 8.31262 0.460706 0.134005 3.35614 8 92.1367 0.657079 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140902/patrol_run_38/room_0/complete_cloud.pcd 4053236 461894 328385 160441 9.91305 0.437953 0.260937 3.1857 8 88.3388 0.522598 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140903/patrol_run_1/room_4/complete_cloud.pcd 4342611 495153 382646 209700 11.3247 1.15777 0.377039 4.25196 7 68.564 0.790923 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140903/patrol_run_10/room_2/complete_cloud.pcd 4016663 434571 327262 183175 11.4059 0.860399 0.13336 2.94302 6 64.8162 0.498714 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140903/patrol_run_12/room_2/complete_cloud.pcd 4386779 495174 383453 235483 8.56593 0.440138 0.143 4.20144 7 85.9059 0.672655 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140903/patrol_run_14/room_1/complete_cloud.pcd 4403600 501990 384949 201944 9.56272 0.672183 0.153107 4.10006 8 99.8904 0.605846 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140903/patrol_run_2/room_4/complete_cloud.pcd 4403118 469896 359919 192621 7.99984 0.458325 0.120423 3.75294 7 81.3509 0.445377 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140903/patrol_run_9/room_2/complete_cloud.pcd 4022868 462671 346939 190042 10.8832 0.538993 0.0996603 3.13403 6 68.1334 0.480822 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140904/patrol_run_15/room_2/complete_cloud.pcd 4387390 485270 375578 207887 11.4368 1.17296 0.227614 4.1052 6 76.2193 0.549887 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140905/patrol_run_17/room_2/complete_cloud.pcd 4447617 494552 370832 204604 10.2466 1.42976 0.189124 3.35001 8 93.8756 0.549173 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140905/patrol_run_19/room_1/complete_cloud.pcd 4404764 486886 375687 195438 19.9759 1.5341 0.224355 5.64557 8 96.2085 0.419209 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140905/patrol_run_21/room_2/complete_cloud.pcd 4412085 507716 372901 169106 12.2091 1.1571 0.197983 3.86385 10 84.9806 0.454444 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140905/patrol_run_23/room_2/complete_cloud.pcd 4301854 460355 353688 174700 12.4734 1.0354 0.185546 4.38895 10 79.3189 0.531897 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140905/patrol_run_25/room_1/complete_cloud.pcd 4151755 456204 333404 161147 9.98505 1.11132 0.226045 3.67966 7 51.1625 0.463693 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140905/patrol_run_27/room_2/complete_cloud.pcd 4130589 439766 336937 182717 14.2946 1.01791 0.184252 3.63488 7 59.3588 0.719188 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140905/patrol_run_29/room_2/complete_cloud.pcd 3962959 445219 331620 158968 14.3547 0.508352 0.158043 4.01577 9 96.5501 0.386982 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140905/patrol_run_30/room_1/complete_cloud.pcd 4125120 441596 340109 196163 14.4693 1.01873 0.186094 4.77724 6 71.9865 0.675297 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140905/patrol_run_30/room_7/complete_cloud.pcd 4444767 491190 374481 191277 14.3577 1.17884 0.203765 4.45929 8 78.1224 0.580612 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140908/patrol_run_32/room_2/complete_cloud.pcd 4342591 498482 376422 191755 11.4995 0.867629 0.264904 4.0554 9 111.266 0.499846 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140908/patrol_run_34/room_2/complete_cloud.pcd 4345083 481194 368595 196825 13.3758 1.50623 0.223602 4.27534 9 75.4151 0.644921 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140908/patrol_run_36/room_3/complete_cloud.pcd 4340865 470568 363156 217075 10.024 0.737986 0.418134 3.21861 7 77.6765 0.647112 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140908/patrol_run_38/room_2/complete_cloud.pcd 4323786 481626 361539 198846 13.8907 0.916046 0.183247 4.19451 9 91.5374 0.548682 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140908/patrol_run_39/room_3/complete_cloud.pcd 4336813 451072 348934 210859 8.92542 0.942452 0.175815 3.35749 8 101.391 0.567608 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140908/patrol_run_41/room_3/complete_cloud.pcd 4311336 464783 365561 222526 12.2967 0.884328 0.902195 3.28016 7 85.9033 0.577461 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140908/patrol_run_43/room_3/complete_cloud.pcd 4302974 481329 371651 199044 9.27734 0.61484 0.196552 3.99837 9 106.986 0.690806 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140908/patrol_run_45/room_2/complete_cloud.pcd 4355374 471078 368724 223214 11.2411 0.906432 0.335855 3.4304 9 112.01 0.726661 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140908/patrol_run_47/room_3/complete_cloud.pcd 4376040 473403 373309 217882 8.43005 0.582469 0.224931 4.45241 8 90.7239 0.871987 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140909/patrol_run_49/room_3/complete_cloud.pcd 4365226 488596 374710 204774 10.5718 0.916174 0.188565 3.61197 8 91.2869 0.619744 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140909/patrol_run_51/room_3/complete_cloud.pcd 4289105 483058 355550 186144 11.0885 0.508001 0.762039 4.08884 8 77.6617 0.423831 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140909/patrol_run_53/room_3/complete_cloud.pcd 4266217 470771 350033 175421 13.3366 1.03039 1.1756 2.93889 9 83.0306 0.534124 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140909/patrol_run_55/room_3/complete_cloud.pcd 4363095 495541 376988 183495 8.83852 0.443446 0.153404 3.86178 10 89.0791 0.723535 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140909/patrol_run_59/room_3/complete_cloud.pcd 4286468 494970 370305 188524 8.28488 0.852718 0.131734 3.74436 9 83.8365 0.638595 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140909/patrol_run_61/room_3/complete_cloud.pcd 4336816 487440 374577 198143 10.9131 0.453137 0.198069 4.29487 8 104.977 0.744261 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140909/patrol_run_63/room_3/complete_cloud.pcd 4385347 499444 380635 201397 10.7149 1.13686 0.150224 3.57502 9 99.5205 0.648584 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140910/patrol_run_67/room_3/complete_cloud.pcd 4354059 483739 375101 227326 10.7477 1.31148 0.217987 4.25699 7 81.1009 0.626438 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140910/patrol_run_69/room_3/complete_cloud.pcd 4331055 483651 373962 203651 13.1554 0.450644 0.132945 5.67678 8 70.3278 0.524863 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140910/patrol_run_71/room_3/complete_cloud.pcd 4320174 492817 380648 187275 8.58025 0.45777 0.135243 3.61353 9 89.3388 0.522998 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140910/patrol_run_74/room_3/complete_cloud.pcd 4230636 478707 357428 215908 14.258 1.10519 0.206852 4.97989 6 58.8778 0.607773 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140910/patrol_run_77/room_4/complete_cloud.pcd 4004122 474858 356482 170641 13.4849 1.02124 0.172715 4.76373 11 88.5165 0.400442 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140910/patrol_run_79/room_2/complete_cloud.pcd 4123753 444530 341220 151718 9.3966 1.01683 0.223752 3.58245 10 76.599 0.573604 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140910/patrol_run_81/room_2/complete_cloud.pcd 4432224 507076 386698 173058 13.3477 0.894357 0.227325 5.28721 10 87.507 0.656407 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140911/patrol_run_82/room_3/complete_cloud.pcd 4411490 501382 391813 202137 14.7927 0.696432 0.627951 7.1081 8 86.5803 0.684867 6.95335e-310
/media/michal/Pauli/masterdata/raw/annotated/rares/20140911/patrol_run_84/room_3/complete_cloud.pcd 4431435 497345 373875 171962 14.4084 1.06003 0.600545 5.41785 9 92.7743 0.891546 6.95335e-310
