#filename n_pre n_downsample n_trim n_rmplane t_load t_downsample t_trim t_normals n_plane t_plane t_normals_feature t_annot
/home/michal/Downloads/pcddata/raw/annotated/rares/20140820/patrol_run_2/room_1/complete_cloud.pcd 4327973 979503 825912 628409 1.41038 1.00961 0.158823 3.79008 5 155.461 1.75531 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140820/patrol_run_4/room_0/complete_cloud.pcd 4433059 1001472 831894 536942 1.41522 1.13298 0.208799 3.60126 7 161.055 1.55841 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140828/patrol_run_19/room_3/complete_cloud.pcd 4465332 1014457 855121 555420 1.36611 1.23695 0.243673 4.65182 7 191.036 1.67977 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140829/patrol_run_20/room_3/complete_cloud.pcd 4400326 1022336 855394 554155 1.43602 1.13911 0.216014 5.18477 6 132.977 1.6546 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140829/patrol_run_26/room_2/complete_cloud.pcd 4428777 1030963 865890 526012 1.41701 1.16522 0.217174 4.15277 8 196.578 1.75169 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_27/room_2/complete_cloud.pcd 4326496 995002 838151 545801 1.34968 0.707773 0.220521 4.39528 7 171.423 1.56871 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_31/room_2/complete_cloud.pcd 4127021 948733 785358 504674 1.32499 1.04607 0.19917 4.13159 7 158.665 1.43641 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_32/room_2/complete_cloud.pcd 4393258 1050886 871581 523629 1.38333 1.13934 0.216476 4.62232 7 214.001 1.90396 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_33/room_1/complete_cloud.pcd 4453838 1053614 873324 523173 1.34325 1.13718 0.214244 4.48563 8 181.717 1.40298 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_34/room_2/complete_cloud.pcd 4455234 1066313 888865 616680 1.34843 1.12654 0.248775 4.41271 5 148.701 1.65983 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140902/patrol_run_35/room_2/complete_cloud.pcd 4194666 932554 779762 518494 1.36997 1.14199 0.198273 4.12068 6 226.923 1.9557 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140902/patrol_run_38/room_0/complete_cloud.pcd 4053236 933942 746226 462484 1.32446 1.12038 0.199397 3.65828 6 131.743 1.34042 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_1/room_4/complete_cloud.pcd 4342611 1012546 857788 560430 1.37924 1.18937 0.232176 4.18607 6 129.55 1.56065 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_10/room_2/complete_cloud.pcd 4016663 884436 741315 458473 1.3173 0.68838 0.175243 3.30238 6 152.451 1.48604 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_12/room_2/complete_cloud.pcd 4386779 1007569 868123 547806 1.16769 1.23989 0.229851 5.17293 7 189.838 1.87864 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_14/room_1/complete_cloud.pcd 4403600 1015982 873761 580150 1.32291 1.10776 0.214367 5.09578 6 191.797 1.88083 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_2/room_4/complete_cloud.pcd 4403118 958016 821652 514036 1.32831 1.04361 0.199384 4.01763 7 158.701 1.66145 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_9/room_2/complete_cloud.pcd 4022868 925933 786283 502669 1.35584 0.752369 0.100847 3.65179 6 152.848 1.53402 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140904/patrol_run_15/room_2/complete_cloud.pcd 4387390 988756 842710 535120 1.20986 1.00978 0.23617 4.86444 7 229.641 1.57294 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_17/room_2/complete_cloud.pcd 4447617 1010755 844683 535196 1.34657 1.13017 0.221887 4.92999 7 207.48 1.73892 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_19/room_1/complete_cloud.pcd 4404764 1002696 842177 572348 1.23484 1.03816 0.225965 4.9077 6 206.329 1.77549 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_21/room_2/complete_cloud.pcd 4412085 1024138 841413 506191 1.25999 1.02216 0.228297 4.26209 9 201.836 1.74614 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_23/room_2/complete_cloud.pcd 4301854 949841 799893 511456 1.25058 0.950454 0.201849 3.80919 6 186.569 1.40192 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_25/room_1/complete_cloud.pcd 4151755 929727 761641 442011 1.07173 1.18589 0.225004 3.93697 7 160.853 1.47398 0
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_27/room_2/complete_cloud.pcd 4130589 905880 757250 466377 1.28074 0.623782 0.0749807 3.84084 7 147.04 1.19603 0
