#filename n_pre n_downsample n_trim n_rmplane t_load t_downsample t_trim t_normals n_plane t_plane t_normals_feature t_annot 
/home/michal/Downloads/pcddata/raw/annotated/rares/20140820/patrol_run_2/room_1/complete_cloud.pcd 4327973 979503 779975 698683 2.85965 0.941026 0.125724 15.4927 2 9.90741 2.56773 0.191995
/home/michal/Downloads/pcddata/raw/annotated/rares/20140820/patrol_run_4/room_0/complete_cloud.pcd 4433059 1001472 788409 788409 2.18843 0.957323 0.122677 18.7215 0 6.7272 2.98516 0.237505
/home/michal/Downloads/pcddata/raw/annotated/rares/20140828/patrol_run_19/room_3/complete_cloud.pcd 4465332 1014457 798693 724192 2.43647 0.646763 0.127224 16.3204 3 12.9794 2.7039 0.191159
/home/michal/Downloads/pcddata/raw/annotated/rares/20140829/patrol_run_20/room_3/complete_cloud.pcd 4400326 1022336 805774 630549 2.06927 0.86123 0.134205 15.8307 3 12.4408 2.26706 0.324558
/home/michal/Downloads/pcddata/raw/annotated/rares/20140829/patrol_run_26/room_2/complete_cloud.pcd 4428777 1030963 808394 649674 1.64294 0.874562 0.169427 16.3676 4 15.2397 2.3068 0.196263
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_27/room_2/complete_cloud.pcd 4326496 995002 782766 585903 1.57263 0.623285 0.352603 15.7239 4 14.1737 2.18304 0.214069
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_31/room_2/complete_cloud.pcd 4127021 948733 739815 503828 1.48528 0.599055 0.275133 14.7938 5 15.7577 1.8053 0.15233
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_32/room_2/complete_cloud.pcd 4393258 1050886 819702 599071 1.36092 0.891692 0.252985 16.5404 4 14.701 2.19751 0.142002
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_33/room_1/complete_cloud.pcd 4453838 1053614 820204 548863 1.36953 0.650945 0.296748 16.7355 5 16.7467 1.94545 0.0010847
/home/michal/Downloads/pcddata/raw/annotated/rares/20140902/patrol_run_35/room_2/complete_cloud.pcd 4194666 932554 728146 564007 1.35566 0.740938 0.115324 14.8767 4 13.353 2.01775 0.181568
/home/michal/Downloads/pcddata/raw/annotated/rares/20140902/patrol_run_38/room_0/complete_cloud.pcd 4053236 933942 698239 398179 1.30388 0.598513 0.111651 13.8912 7 18.3594 1.41465 0.183343
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_1/room_4/complete_cloud.pcd 4342611 1012546 811350 516411 1.25138 0.621164 0.258121 16.4753 5 16.897 1.88984 0.233976
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_10/room_2/complete_cloud.pcd 4016663 884436 698728 698728 1.269 0.577067 0.108029 14.5217 0 6.025 2.58238 0.144569
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_12/room_2/complete_cloud.pcd 4386779 1007569 814349 615224 1.3325 0.736144 0.126777 15.9886 5 18.4926 2.23037 0.139884
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_14/room_1/complete_cloud.pcd 4403600 1015982 816200 410323 1.31801 0.73219 0.128563 16.2465 10 26.0724 1.39302 0.149345
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_2/room_4/complete_cloud.pcd 4403118 958016 769802 593620 1.41945 0.616271 0.262463 15.2925 4 14.8014 2.11023 0.268865
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_9/room_2/complete_cloud.pcd 4022868 925933 731395 454596 1.3033 0.570732 0.11361 14.3553 6 18.2627 1.59258 0.173467
/home/michal/Downloads/pcddata/raw/annotated/rares/20140904/patrol_run_15/room_2/complete_cloud.pcd 4387390 988756 795199 434680 1.23315 0.622619 0.172342 15.6083 8 23.7498 1.53158 0.239269
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_17/room_2/complete_cloud.pcd 4447617 1010755 794203 671489 1.27169 0.772084 0.128882 15.468 3 12.6833 2.42102 0.210403
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_19/room_1/complete_cloud.pcd 4404764 1002696 801572 474366 1.23954 0.728482 0.121824 15.8123 8 23.4412 1.63357 0.205016
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_21/room_2/complete_cloud.pcd 4412085 1024138 790501 441074 1.3386 0.627484 0.25642 15.3701 7 21.188 1.51001 0.165202
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_23/room_2/complete_cloud.pcd 4301854 949841 758186 549980 1.27364 0.623149 0.281573 14.8032 5 16.4563 1.95436 0.185848
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_25/room_1/complete_cloud.pcd 4151755 929727 714416 592253 1.35022 0.60526 0.284814 13.95 2 8.39834 2.22145 0.171995
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_27/room_2/complete_cloud.pcd 4130589 905880 719650 349864 1.44595 0.59115 0.147435 14.3054 7 17.2672 1.17805 0.18453
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_29/room_2/complete_cloud.pcd 3962959 909832 703695 356296 1.37337 0.736179 0.113182 13.4851 7 16.7974 1.1627 0.150727
