#filename n_pre n_downsample n_trim n_rmplane t_load t_downsample t_trim t_annot t_normals t_normals_feature n_plane t_plane
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140820/patrol_run_2/room_1/nonPlanes.pcd 663982 0 0 0 0.0650468 0 6.95322e-310 23.8129 0 0 4.84892 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140820/patrol_run_4/room_0/nonPlanes.pcd 626089 0 0 0 0.07319 0 6.95322e-310 22.0446 0 0 4.33471 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140828/patrol_run_19/room_3/nonPlanes.pcd 685667 0 0 0 0.038434 0 6.95322e-310 23.7012 0 0 5.09737 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140829/patrol_run_20/room_3/nonPlanes.pcd 707420 0 0 0 0.0377365 0 6.95322e-310 24.759 0 0 4.842 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140829/patrol_run_26/room_2/nonPlanes.pcd 711463 0 0 0 0.531194 0 6.95322e-310 23.7741 0 0 5.70581 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140901/patrol_run_27/room_2/nonPlanes.pcd 673043 0 0 0 0.513274 0 6.95322e-310 22.7997 0 0 4.80512 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140901/patrol_run_31/room_2/nonPlanes.pcd 618664 0 0 0 0.492737 0 6.95322e-310 24.3986 0 0 4.34648 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140901/patrol_run_32/room_2/nonPlanes.pcd 677209 0 0 0 0.533729 0 6.95322e-310 23.9038 0 0 4.18012 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140901/patrol_run_33/room_1/nonPlanes.pcd 678615 0 0 0 0.520839 0 6.95322e-310 21.7545 0 0 5.20515 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140901/patrol_run_34/room_2/nonPlanes.pcd 697300 0 0 0 0.529269 0 6.95322e-310 24.5621 0 0 4.90043 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140902/patrol_run_35/room_2/nonPlanes.pcd 609734 0 0 0 0.501951 0 6.95322e-310 21.748 0 0 4.11247 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140902/patrol_run_38/room_0/nonPlanes.pcd 569288 0 0 0 0.463478 0 6.95322e-310 18.4553 0 0 3.97072 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140903/patrol_run_1/room_4/nonPlanes.pcd 654867 0 0 0 0.508308 0 6.95322e-310 24.629 0 0 4.68185 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140903/patrol_run_10/room_2/nonPlanes.pcd 569799 0 0 0 0.487251 0 6.95322e-310 18.0942 0 0 3.93614 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140903/patrol_run_12/room_2/nonPlanes.pcd 693165 0 0 0 0.54252 0 6.95322e-310 24.9123 0 0 4.78733 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140903/patrol_run_14/room_1/nonPlanes.pcd 757706 0 0 0 0.502162 0 6.95322e-310 27.2706 0 0 5.63851 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140903/patrol_run_2/room_4/nonPlanes.pcd 661310 0 0 0 0.477498 0 6.95322e-310 23.1978 0 0 4.43129 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140903/patrol_run_9/room_2/nonPlanes.pcd 606298 0 0 0 0.475994 0 6.95322e-310 19.9891 0 0 4.15391 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140904/patrol_run_15/room_2/nonPlanes.pcd 662129 0 0 0 0.520481 0 6.95322e-310 22.3113 0 0 4.60983 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140905/patrol_run_17/room_2/nonPlanes.pcd 650173 0 0 0 0.502808 0 6.95322e-310 21.6114 0 0 4.14706 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140905/patrol_run_19/room_1/nonPlanes.pcd 643847 0 0 0 0.58392 0 6.95322e-310 30.1534 0 0 4.24955 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140905/patrol_run_21/room_2/nonPlanes.pcd 713630 0 0 0 0.516306 0 6.95322e-310 27.1753 0 0 6.07604 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140905/patrol_run_23/room_2/nonPlanes.pcd 633683 0 0 0 0.490115 0 6.95322e-310 24.6894 0 0 4.07356 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140905/patrol_run_25/room_1/nonPlanes.pcd 560242 0 0 0 0.477049 0 6.95322e-310 21.4015 0 0 4.37068 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140905/patrol_run_27/room_2/nonPlanes.pcd 563395 0 0 0 0.490892 0 6.95322e-310 24.0103 0 0 5.27663 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140905/patrol_run_29/room_2/nonPlanes.pcd 573364 0 0 0 0.494406 0 6.95322e-310 25.78 0 0 5.99599 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140905/patrol_run_30/room_1/nonPlanes.pcd 556947 0 0 0 0.471208 0 6.95322e-310 21.566 0 0 5.33224 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140905/patrol_run_30/room_7/nonPlanes.pcd 641552 0 0 0 0.542396 0 6.95322e-310 27.9332 0 0 5.65709 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140908/patrol_run_32/room_2/nonPlanes.pcd 661628 0 0 0 0.518797 0 6.95322e-310 28.0865 0 0 5.91322 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140908/patrol_run_34/room_2/nonPlanes.pcd 656702 0 0 0 0.547931 0 6.95322e-310 29.4832 0 0 6.2817 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140908/patrol_run_36/room_3/nonPlanes.pcd 638853 0 0 0 0.497906 0 6.95322e-310 24.6615 0 0 4.81459 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140908/patrol_run_38/room_2/nonPlanes.pcd 642957 0 0 0 0.523286 0 6.95322e-310 24.1439 0 0 6.4424 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140908/patrol_run_39/room_3/nonPlanes.pcd 619620 0 0 0 0.50525 0 6.95322e-310 27.988 0 0 5.43108 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140908/patrol_run_41/room_3/nonPlanes.pcd 674926 0 0 0 0.526803 0 6.95322e-310 34.6499 0 0 6.74882 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140908/patrol_run_43/room_3/nonPlanes.pcd 662678 0 0 0 0.535862 0 6.95322e-310 29.3656 0 0 5.79768 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140908/patrol_run_45/room_2/nonPlanes.pcd 651337 0 0 0 0.629523 0 6.95322e-310 29.1301 0 0 5.57976 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140908/patrol_run_47/room_3/nonPlanes.pcd 772037 0 0 0 0.564882 0 6.95322e-310 37.6311 0 0 7.58311 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140909/patrol_run_49/room_3/nonPlanes.pcd 673250 0 0 0 0.516698 0 6.95322e-310 31.6164 0 0 6.00565 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140909/patrol_run_51/room_3/nonPlanes.pcd 625673 0 0 0 0.570281 0 6.95322e-310 28.6743 0 0 5.48953 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140909/patrol_run_53/room_3/nonPlanes.pcd 623443 0 0 0 0.564714 0 6.95322e-310 28.0403 0 0 5.33043 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140909/patrol_run_55/room_3/nonPlanes.pcd 666705 0 0 0 0.643952 0 6.95322e-310 32.8275 0 0 6.48142 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140909/patrol_run_57/room_3/nonPlanes.pcd 389866 0 0 0 0.434558 0 6.95322e-310 11.054 0 0 2.28412 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140909/patrol_run_59/room_3/nonPlanes.pcd 357654 0 0 0 0.422188 0 6.95322e-310 7.6929 0 0 2.30722 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140909/patrol_run_61/room_3/nonPlanes.pcd 340268 0 0 0 0.392161 0 6.95322e-310 8.09507 0 0 2.47325 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140909/patrol_run_63/room_3/nonPlanes.pcd 388805 0 0 0 0.168409 0 6.95322e-310 8.54444 0 0 2.42032 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140910/patrol_run_67/room_3/nonPlanes.pcd 322076 0 0 0 0.402584 0 6.95322e-310 7.23335 0 0 2.16254 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140910/patrol_run_69/room_3/nonPlanes.pcd 358745 0 0 0 0.400548 0 6.95322e-310 8.71624 0 0 2.09066 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140910/patrol_run_71/room_3/nonPlanes.pcd 367087 0 0 0 0.162355 0 6.95322e-310 8.05368 0 0 2.2224 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140910/patrol_run_74/room_3/nonPlanes.pcd 376381 0 0 0 0.412441 0 6.95322e-310 8.1142 0 0 2.04273 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140910/patrol_run_77/room_4/nonPlanes.pcd 363711 0 0 0 0.41633 0 6.95322e-310 9.03307 0 0 2.99931 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140910/patrol_run_79/room_2/nonPlanes.pcd 308024 0 0 0 0.160957 0 6.95322e-310 7.26326 0 0 1.76633 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140910/patrol_run_81/room_2/nonPlanes.pcd 361825 0 0 0 0.42047 0 6.95322e-310 9.08212 0 0 2.78681 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140911/patrol_run_82/room_3/nonPlanes.pcd 354938 0 0 0 0.429459 0 6.95322e-310 10.1095 0 0 2.64102 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140911/patrol_run_84/room_3/nonPlanes.pcd 364400 0 0 0 0.176888 0 6.95322e-310 9.48615 0 0 2.22371 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140911/patrol_run_88/room_3/nonPlanes.pcd 322661 0 0 0 0.141677 0 6.95322e-310 7.42803 0 0 1.92291 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140911/patrol_run_90/room_3/nonPlanes.pcd 330073 0 0 0 0.13866 0 6.95322e-310 8.29699 0 0 1.80386 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140911/patrol_run_92/room_3/nonPlanes.pcd 309212 0 0 0 0.140116 0 6.95322e-310 6.60944 0 0 1.70542 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140912/patrol_run_100/room_3/nonPlanes.pcd 341455 0 0 0 0.152368 0 6.95322e-310 9.02416 0 0 2.72378 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140912/patrol_run_102/room_3/nonPlanes.pcd 380089 0 0 0 0.181108 0 6.95322e-310 12.2853 0 0 3.19509 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140912/patrol_run_104/room_3/nonPlanes.pcd 328382 0 0 0 0.434074 0 6.95322e-310 7.49222 0 0 2.40621 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140912/patrol_run_94/room_3/nonPlanes.pcd 338818 0 0 0 0.15224 0 6.95322e-310 9.03496 0 0 2.56286 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140912/patrol_run_96/room_2/nonPlanes.pcd 374645 0 0 0 0.16116 0 6.95322e-310 9.32504 0 0 2.74534 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140912/patrol_run_98/room_3/nonPlanes.pcd 373624 0 0 0 0.147687 0 6.95322e-310 8.58762 0 0 2.72439 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140921/patrol_run_110/room_2/nonPlanes.pcd 346611 0 0 0 0.169076 0 6.95322e-310 9.02443 0 0 2.13537 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140921/patrol_run_114/room_1/nonPlanes.pcd 336364 0 0 0 0.155825 0 6.95322e-310 7.43484 0 0 1.83841 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140922/patrol_run_116/room_2/nonPlanes.pcd 351248 0 0 0 0.154197 0 6.95322e-310 7.89457 0 0 2.83138 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140922/patrol_run_118/room_2/nonPlanes.pcd 382708 0 0 0 0.164541 0 6.95322e-310 9.92744 0 0 2.67878 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140922/patrol_run_120/room_1/nonPlanes.pcd 365386 0 0 0 0.158909 0 6.95322e-310 9.43217 0 0 2.83597 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140922/patrol_run_124/room_2/nonPlanes.pcd 406844 0 0 0 0.184753 0 6.95322e-310 11.9731 0 0 2.96774 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140922/patrol_run_126/room_2/nonPlanes.pcd 376544 0 0 0 0.433613 0 6.95322e-310 9.76415 0 0 2.76668 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140922/patrol_run_128/room_2/nonPlanes.pcd 391374 0 0 0 0.16736 0 6.95322e-310 10.8933 0 0 2.69589 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140922/patrol_run_130/room_2/nonPlanes.pcd 338320 0 0 0 0.419892 0 6.95322e-310 8.39614 0 0 2.45095 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140922/patrol_run_132/room_1/nonPlanes.pcd 388285 0 0 0 0.164425 0 6.95322e-310 10.7105 0 0 2.75791 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140922/patrol_run_134/room_2/nonPlanes.pcd 394145 0 0 0 0.47886 0 6.95322e-310 11.2612 0 0 2.87805 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140922/patrol_run_138/room_2/nonPlanes.pcd 378129 0 0 0 0.43974 0 6.95322e-310 10.6004 0 0 2.70019 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140923/patrol_run_139/room_2/nonPlanes.pcd 357062 0 0 0 0.618509 0 6.95322e-310 9.21154 0 0 2.56886 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140923/patrol_run_141/room_2/nonPlanes.pcd 370735 0 0 0 0.17146 0 6.95322e-310 10.7393 0 0 2.85166 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140923/patrol_run_144/room_2/nonPlanes.pcd 349995 0 0 0 0.420108 0 6.95322e-310 8.97219 0 0 2.55564 6.95322e-310
/media/michal/Pauli/masterdata/processed/paramtest/dt0_02/annotated/rares/20140923/patrol_run_146/room_2/nonPlanes.pcd 330117 0 0 0 0.151994 0 6.95322e-310 9.07905 0 0 2.25087 6.95322e-310
