#filename n_pre n_downsample n_trim n_rmplane t_load t_downsample t_trim t_annot t_normals t_normals_feature n_plane t_plane
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_53/room_3/complete_cloud.pcd 4266217 269783 193828 112820 1.1434 0.970094 0.0763368 2.68111 8 70.5451 0.533251 0.14429
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_55/room_3/complete_cloud.pcd 4363095 281907 208403 111055 1.48038 1.02287 0.075841 3.14511 9 79.8566 0.535045 0.140369
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_59/room_3/complete_cloud.pcd 4286468 283437 205652 111470 1.46977 1.03361 0.0755421 3.02278 10 80.6545 0.862795 0.234276
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_61/room_3/complete_cloud.pcd 4336816 277147 207082 100306 1.84262 1.11971 0.0751653 4.16926 10 77.1307 0.455698 0.174901
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_63/room_3/complete_cloud.pcd 4385347 285655 210748 113638 1.62868 1.03223 0.0751358 2.91858 10 81.9737 0.515796 0.128485
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_67/room_3/complete_cloud.pcd 4354059 275347 208300 123943 1.50097 1.00455 0.0682952 3.0617 7 67.2599 0.550864 0.18202
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_69/room_3/complete_cloud.pcd 4331055 274784 206482 112465 1.51202 0.999523 0.0741179 2.7639 9 79.2824 0.491267 0.145962
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_71/room_3/complete_cloud.pcd 4320174 280254 210177 107682 1.84443 1.00184 0.0695953 2.83079 9 78.5518 0.470945 0.119426
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_74/room_3/complete_cloud.pcd 4230636 274155 197960 98357 1.64696 0.977239 0.0686754 2.6766 9 71.7763 0.428989 0.120495
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_77/room_4/complete_cloud.pcd 4004122 272078 198041 100804 1.42005 0.942686 0.0680469 2.72027 9 74.477 0.449418 0.0856725
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_79/room_2/complete_cloud.pcd 4123753 252929 189051 98687 1.5332 0.962328 0.0617268 2.51722 8 65.9426 0.682697 0.122255
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_81/room_2/complete_cloud.pcd 4432224 288497 212743 105390 1.67295 1.11013 0.0767943 4.34776 9 80.5738 1.02502 0.177738
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_82/room_3/complete_cloud.pcd 4411490 284446 216663 100233 2.2969 1.20338 0.106585 4.93401 11 83.9871 0.797899 0.182158
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_84/room_3/complete_cloud.pcd 4431435 281746 205089 108940 3.63451 1.43847 0.0747178 4.08901 8 72.9016 0.701374 0.218095
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_88/room_3/complete_cloud.pcd 4262780 261650 195569 114703 1.75471 1.07486 0.0697538 3.79708 7 65.1981 0.711351 0.205557
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_90/room_3/complete_cloud.pcd 4225983 263557 190454 103692 3.88442 1.25563 0.0752982 3.66177 8 67.4469 0.643424 0.20646
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_92/room_3/complete_cloud.pcd 4163218 257565 183687 86723 3.4037 1.32633 0.0964257 4.02842 9 67.0139 0.760379 0.276627
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_100/room_3/complete_cloud.pcd 4365323 284627 209254 103871 5.43647 1.16078 0.0929678 4.16046 9 80.1805 0.674381 0.203812
