#filename n_pre n_downsample n_trim n_rmplane t_load t_downsample t_trim t_annot t_normals t_normals_feature n_plane t_plane
/home/michal/Downloads/pcddata/raw/annotated/rares/20140820/patrol_run_2/room_1/complete_cloud.pcd 4327973 482576 368922 228745 1.66811 1.09003 0.0852593 3.11783 5 78.2846 0.629761 1.42939
/home/michal/Downloads/pcddata/raw/annotated/rares/20140820/patrol_run_4/room_0/complete_cloud.pcd 4433059 492740 374632 232248 2.0336 1.21792 0.126142 4.01651 5 71.2138 0.549582 1.41843
/home/michal/Downloads/pcddata/raw/annotated/rares/20140828/patrol_run_19/room_3/complete_cloud.pcd 4465332 502484 374453 209814 1.94738 0.772108 0.0522583 3.60219 6 99.0625 0.497929 4.32094
/home/michal/Downloads/pcddata/raw/annotated/rares/20140829/patrol_run_20/room_3/complete_cloud.pcd 4400326 500731 375495 375495 2.0338 1.14216 0.123039 3.26591 0 38.8322 0.813217 2.25094
/home/michal/Downloads/pcddata/raw/annotated/rares/20140829/patrol_run_26/room_2/complete_cloud.pcd 4428777 505670 376388 218177 2.21595 1.33778 0.126402 3.72358 6 79.8437 0.539758 1.5589
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_27/room_2/complete_cloud.pcd 4326496 486929 363448 254562 2.02141 1.107 0.139991 3.08257 4 49.0142 0.591198 1.72384
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_31/room_2/complete_cloud.pcd 4127021 465650 345103 208815 2.1061 1.04035 0.119718 3.05439 5 35.5419 0.498536 1.65743
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_32/room_2/complete_cloud.pcd 4393258 516403 381833 276046 1.95292 1.16237 0.13487 3.89317 4 59.1119 0.742329 1.41394
/home/michal/Downloads/pcddata/raw/annotated/rares/20140901/patrol_run_33/room_1/complete_cloud.pcd 4453838 517769 381239 247696 2.35381 1.14408 0.128481 3.61458 5 93.7149 0.603763 0.00250841
/home/michal/Downloads/pcddata/raw/annotated/rares/20140902/patrol_run_35/room_2/complete_cloud.pcd 4194666 453988 336498 206078 2.07241 1.0415 0.105732 2.59916 5 80.0065 0.537923 1.57556
/home/michal/Downloads/pcddata/raw/annotated/rares/20140902/patrol_run_38/room_0/complete_cloud.pcd 4053236 461894 328385 173613 2.08938 1.04362 0.113256 2.53366 6 84.3984 0.399635 0.804283
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_1/room_4/complete_cloud.pcd 4342611 495153 382646 242021 1.96719 1.12596 0.127349 3.30757 5 92.5836 0.595158 1.03856
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_10/room_2/complete_cloud.pcd 4016663 434571 327262 273917 2.04859 1.04009 0.114982 2.76493 2 43.1537 0.767745 1.39982
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_12/room_2/complete_cloud.pcd 4386779 495174 383453 221026 1.72678 1.1349 0.120974 3.09372 6 38.7007 0.417334 1.72115
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_14/room_1/complete_cloud.pcd 4403600 501990 384949 325980 1.80421 1.00468 0.0468735 2.85011 2 40.424 0.781472 1.34439
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_2/room_4/complete_cloud.pcd 4403118 469896 359919 286321 2.19476 0.810857 0.0820645 3.20853 3 54.8104 0.733902 2.70114
/home/michal/Downloads/pcddata/raw/annotated/rares/20140903/patrol_run_9/room_2/complete_cloud.pcd 4022868 462671 346939 256995 2.12992 1.18776 0.05741 2.66207 3 27.1379 0.523871 2.20857
/home/michal/Downloads/pcddata/raw/annotated/rares/20140904/patrol_run_15/room_2/complete_cloud.pcd 4387390 485270 375578 272279 2.17043 0.593764 0.128881 2.95554 4 44.1658 0.596885 1.4476
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_17/room_2/complete_cloud.pcd 4447617 494552 370832 265982 2.24556 1.29154 0.108569 2.99387 4 64.8018 0.606399 1.28829
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_19/room_1/complete_cloud.pcd 4404764 486886 375687 208894 1.88162 0.868081 0.0539158 3.01043 6 43.284 0.393172 1.18815
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_21/room_2/complete_cloud.pcd 4412085 507716 372901 242932 2.07005 1.18617 0.120432 3.27986 5 51.8451 0.48845 1.02997
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_23/room_2/complete_cloud.pcd 4301854 460355 353688 223740 1.34486 0.425776 0.0487742 2.81213 5 40.0459 0.421485 1.30996
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_25/room_1/complete_cloud.pcd 4151755 456204 333404 201009 2.0338 0.741748 0.0506738 2.61031 5 55.9071 0.431657 1.18244
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_27/room_2/complete_cloud.pcd 4130589 439766 336937 179322 2.11259 1.15232 0.116353 2.59779 6 71.9583 0.453773 1.15843
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_29/room_2/complete_cloud.pcd 3962959 445219 331620 194654 1.67397 0.716706 0.0833678 3.10852 5 41.6802 0.507176 1.1844
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_30/room_1/complete_cloud.pcd 4125120 441596 340109 207481 1.83337 0.745584 0.082301 3.73587 5 41.3635 0.585591 1.1205
/home/michal/Downloads/pcddata/raw/annotated/rares/20140905/patrol_run_30/room_7/complete_cloud.pcd 4444767 491190 374481 236736 1.72202 0.767355 0.0787685 3.84419 5 43.8514 0.675362 1.86644
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_32/room_2/complete_cloud.pcd 4342591 498482 376422 216224 1.93875 0.912804 0.0810436 4.05925 6 49.5653 0.63404 1.83501
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_34/room_2/complete_cloud.pcd 4345083 481194 368595 316455 2.03559 0.888422 0.0981193 4.19545 2 25.4006 0.981598 2.83626
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_36/room_3/complete_cloud.pcd 4340865 470568 363156 310514 1.75709 0.805263 0.0871803 3.77018 2 25.4289 0.933452 1.93076
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_38/room_2/complete_cloud.pcd 4323786 481626 361539 255360 1.89114 0.942671 0.0836733 3.63905 4 38.623 0.700407 2.03597
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_39/room_3/complete_cloud.pcd 4336813 451072 348934 248766 2.12131 0.915093 0.0725001 3.81988 4 41.5375 0.688772 6.46626
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_41/room_3/complete_cloud.pcd 4311336 464783 365561 313832 2.15835 0.86012 0.0856651 3.90266 2 26.0646 0.85659 2.27389
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_43/room_3/complete_cloud.pcd 4302974 481329 371651 247024 1.96111 0.762142 0.0894655 3.78144 5 46.6811 0.740944 1.36804
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_45/room_2/complete_cloud.pcd 4355374 471078 368724 315718 1.84761 0.906094 0.0935115 4.78697 2 28.2844 0.900059 2.24208
/home/michal/Downloads/pcddata/raw/annotated/rares/20140908/patrol_run_47/room_3/complete_cloud.pcd 4376040 473403 373309 289423 1.73674 0.783603 0.111123 3.82586 3 28.7419 0.716178 2.15833
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_49/room_3/complete_cloud.pcd 4365226 488596 374710 289112 1.94968 0.997684 0.100803 3.52037 3 37.3052 0.772238 1.53529
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_51/room_3/complete_cloud.pcd 4289105 483058 355550 268484 2.12597 1.15681 0.10417 4.21303 3 48.9371 0.687323 1.41805
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_53/room_3/complete_cloud.pcd 4266217 470771 350033 269225 2.05343 0.659324 0.0521474 3.25104 3 31.1496 0.621114 1.7642
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_55/room_3/complete_cloud.pcd 4363095 495541 376988 300024 1.70498 1.17227 0.122553 3.44906 3 28.9856 0.779449 1.29526
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_59/room_3/complete_cloud.pcd 4286468 494970 370305 242735 2.39632 0.994627 0.113435 3.42951 5 43.2791 0.585624 3.7111
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_61/room_3/complete_cloud.pcd 4336816 487440 374577 217353 2.03878 1.22788 0.106395 3.6784 6 43.5639 0.568803 1.1855
/home/michal/Downloads/pcddata/raw/annotated/rares/20140909/patrol_run_63/room_3/complete_cloud.pcd 4385347 499444 380635 270039 1.9031 0.990662 0.109598 4.29394 4 40.7823 0.741896 1.41314
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_67/room_3/complete_cloud.pcd 4354059 483739 375101 375101 2.12155 1.26826 0.111465 4.22079 0 32.8816 1.14296 1.5637
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_69/room_3/complete_cloud.pcd 4331055 483651 373962 274894 1.99565 0.976727 0.106261 4.35964 4 37.9121 0.78792 1.8847
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_71/room_3/complete_cloud.pcd 4320174 492817 380648 304123 2.03559 1.17913 0.113265 3.88636 3 28.5786 0.859408 1.09922
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_74/room_3/complete_cloud.pcd 4230636 478707 357428 248504 2.21603 0.603088 0.0615777 3.71116 4 40.539 0.600192 1.55639
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_77/room_4/complete_cloud.pcd 4004122 474858 356482 302871 2.08368 0.914817 0.0942856 3.39959 2 24.3787 0.843823 1.23004
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_79/room_2/complete_cloud.pcd 4123753 444530 341220 286933 2.01529 0.920684 0.103395 3.18529 2 35.8978 0.920016 1.3228
/home/michal/Downloads/pcddata/raw/annotated/rares/20140910/patrol_run_81/room_2/complete_cloud.pcd 4432224 507076 386698 276847 2.14727 0.972315 0.10787 4.17979 4 58.7173 0.786233 1.32044
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_82/room_3/complete_cloud.pcd 4411490 501382 391813 360015 2.19737 1.2896 0.117892 3.95968 2 30.9307 0.847298 1.34785
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_84/room_3/complete_cloud.pcd 4431435 497345 373875 204094 2.50679 0.748242 0.0617718 4.01471 6 70.0682 0.546166 1.78203
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_88/room_3/complete_cloud.pcd 4262780 461405 355369 256669 2.14851 1.12642 0.100449 3.40379 4 59.3114 0.73112 1.47399
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_90/room_3/complete_cloud.pcd 4225983 458732 343107 214195 2.14287 1.22264 0.0970972 3.42621 5 60.5078 0.662698 2.45798
/home/michal/Downloads/pcddata/raw/annotated/rares/20140911/patrol_run_92/room_3/complete_cloud.pcd 4163218 448677 331818 203775 2.11455 0.753931 0.0574432 3.21654 5 46.912 0.465327 2.73265
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_100/room_3/complete_cloud.pcd 4365323 499948 379579 299966 2.06226 0.975611 0.116561 4.31294 3 51.1385 0.810004 1.70788
/home/michal/Downloads/pcddata/raw/annotated/rares/20140912/patrol_run_102/room_3/complete_cloud.pcd 4349391 496981 368022 247258 2.01504 0.764159 0.0860861 3.76155 4 46.9973 0.65869 1.44561
